Year,Month,Model,Units_Sold,Price,Revenue,Dealer,Region,Fuel_Type,Transmission
2023,11,7 Series,27,95101.95,2567752.65,Dealer_5,Asia,Diesel,Automatic
2017,11,X1,23,32759.11,753459.53,Dealer_2,South America,Hybrid,Manual
2019,12,5 Series,30,62192.45,1865773.5,Dealer_14,Middle East,Petrol,Automatic
2012,1,X1,25,32777.04,819426.0,Dealer_25,South America,Hybrid,Automatic
2021,3,i8,29,158573.75,4598638.75,Dealer_12,Africa,Petrol,Manual
2019,12,M5,25,121462.27,3036556.75,Dealer_16,Asia,Diesel,Automatic
2019,6,M5,20,116010.89,2320217.8,Dealer_16,Europe,Diesel,Manual
2020,12,i3,25,43562.33,1089058.25,Dealer_40,Europe,Diesel,Manual
2014,6,i3,18,49831.06,896959.08,Dealer_15,Asia,Diesel,Manual
2013,7,X6,21,64829.26,1361414.46,Dealer_23,North America,Electric,Automatic
2011,1,i8,18,166997.17,3005949.06,Dealer_3,South America,Diesel,Automatic
2019,8,5 Series,24,62114.11,1490738.6400000001,Dealer_11,Europe,Electric,Manual
2011,1,i3,23,42183.2,970213.6,Dealer_26,North America,Hybrid,Manual
2024,9,M5,24,112146.95,2691526.8,Dealer_12,Africa,Petrol,Automatic
2020,11,X6,27,82383.9,2224365.3,Dealer_49,Asia,Hybrid,Automatic
2017,4,X5,18,67131.02,1208358.36,Dealer_17,Europe,Diesel,Manual
2013,12,7 Series,21,80111.68,1682345.2799999998,Dealer_11,Africa,Petrol,Manual
2022,10,X3,19,46854.09,890227.71,Dealer_10,Asia,Diesel,Manual
2012,12,X5,14,66398.03,929572.4199999999,Dealer_25,Europe,Hybrid,Manual
2015,11,3 Series,17,49142.75,835426.75,Dealer_16,Africa,Electric,Manual
2011,11,5 Series,17,58270.95,990606.1499999999,Dealer_18,Middle East,Electric,Automatic
2011,4,3 Series,22,43918.14,966199.08,Dealer_21,Europe,Hybrid,Manual
2020,9,X5,21,61395.69,1289309.49,Dealer_43,North America,Diesel,Automatic
2012,7,M5,22,96305.96,2118731.12,Dealer_19,Africa,Electric,Manual
2019,12,i3,21,49367.49,1036717.2899999999,Dealer_25,North America,Hybrid,Automatic
2022,8,3 Series,26,42355.3,1101237.8,Dealer_17,South America,Petrol,Manual
2024,11,M5,15,96619.72,1449295.8,Dealer_6,Middle East,Hybrid,Manual
2011,10,M5,29,105279.96,3053118.8400000003,Dealer_28,Asia,Petrol,Manual
2019,12,X6,19,75440.93,1433377.67,Dealer_14,South America,Hybrid,Automatic
2018,8,X5,21,74194.64,1558087.44,Dealer_4,Middle East,Petrol,Manual
2010,5,7 Series,29,87582.22,2539884.38,Dealer_11,Africa,Petrol,Manual
2019,11,i3,17,41797.27,710553.59,Dealer_47,Africa,Petrol,Manual
2014,2,X1,19,37501.52,712528.8799999999,Dealer_49,Africa,Electric,Automatic
2017,9,M3,20,76592.59,1531851.7999999998,Dealer_26,North America,Electric,Manual
2011,3,X6,18,73301.54,1319427.72,Dealer_31,Europe,Petrol,Manual
2012,8,M5,15,106766.21,1601493.1500000001,Dealer_49,North America,Electric,Automatic
2021,10,i8,22,148460.14,3266123.08,Dealer_31,Africa,Electric,Automatic
2013,11,X1,30,41377.4,1241322.0,Dealer_44,South America,Hybrid,Manual
2011,10,5 Series,15,59894.43,898416.45,Dealer_25,Asia,Hybrid,Manual
2010,9,M5,27,117340.06,3168181.62,Dealer_38,Africa,Hybrid,Manual
2013,2,7 Series,31,77664.86,2407610.66,Dealer_8,South America,Petrol,Automatic
2023,1,X5,11,67982.65,747809.1499999999,Dealer_25,Asia,Hybrid,Automatic
2022,5,i3,19,40592.98,771266.6200000001,Dealer_4,North America,Diesel,Automatic
2018,8,X6,22,69429.58,1527450.76,Dealer_35,Africa,Electric,Automatic
2016,5,M3,23,72404.35,1665300.05,Dealer_29,Asia,Petrol,Automatic
2023,4,X6,15,81701.05,1225515.75,Dealer_28,Africa,Petrol,Automatic
2023,6,3 Series,18,38090.48,685628.64,Dealer_16,Asia,Hybrid,Manual
2017,4,3 Series,23,45219.68,1040052.64,Dealer_25,Asia,Electric,Manual
2017,8,5 Series,16,51313.51,821016.16,Dealer_41,South America,Hybrid,Manual
2019,12,X6,18,67677.54,1218195.72,Dealer_14,North America,Hybrid,Automatic
2021,1,7 Series,18,85884.17,1545915.06,Dealer_8,Europe,Diesel,Automatic
2016,11,X1,11,35978.95,395768.44999999995,Dealer_16,North America,Hybrid,Automatic
2024,9,M3,24,80848.72,1940369.28,Dealer_37,Asia,Electric,Automatic
2024,5,X6,17,76806.64,1305712.88,Dealer_16,Asia,Hybrid,Automatic
2023,5,Z4,23,48321.1,1111385.3,Dealer_46,Asia,Petrol,Automatic
2019,2,X6,25,74957.09,1873927.25,Dealer_39,South America,Diesel,Manual
2023,12,X3,16,47171.35,754741.6,Dealer_29,Asia,Diesel,Automatic
2024,7,X3,21,43447.34,912394.1399999999,Dealer_49,Africa,Diesel,Manual
2013,1,M3,23,69891.95,1607514.8499999999,Dealer_27,Europe,Electric,Manual
2019,11,i8,20,152986.9,3059738.0,Dealer_34,South America,Hybrid,Manual
2013,3,5 Series,18,65461.08,1178299.44,Dealer_49,South America,Electric,Manual
2010,12,7 Series,25,79436.16,1985904.0,Dealer_31,North America,Electric,Automatic
2014,9,X5,22,62257.97,1369675.34,Dealer_41,Africa,Electric,Automatic
2015,8,M3,15,65770.15,986552.2499999999,Dealer_50,Europe,Petrol,Manual
2010,1,X3,17,47205.18,802488.06,Dealer_28,Asia,Electric,Manual
2012,12,M3,22,67692.37,1489232.14,Dealer_4,North America,Diesel,Automatic
2011,3,5 Series,24,52866.66,1268799.84,Dealer_30,Asia,Electric,Automatic
2018,12,M3,14,71223.73,997132.22,Dealer_22,South America,Hybrid,Automatic
2010,9,X6,16,83387.9,1334206.4,Dealer_6,South America,Diesel,Manual
2014,12,X5,19,69274.73,1316219.8699999999,Dealer_13,Asia,Hybrid,Automatic
2016,4,5 Series,15,50695.9,760438.5,Dealer_35,South America,Hybrid,Manual
2024,4,X3,18,56019.58,1008352.4400000001,Dealer_13,Middle East,Diesel,Manual
2010,4,X1,26,34755.29,903637.54,Dealer_19,Europe,Hybrid,Automatic
2013,11,5 Series,25,49808.82,1245220.5,Dealer_15,Africa,Electric,Automatic
2018,12,Z4,18,55121.96,992195.28,Dealer_43,Middle East,Petrol,Manual
2018,11,X5,20,72359.73,1447194.5999999999,Dealer_10,South America,Hybrid,Automatic
2022,10,3 Series,17,39727.68,675370.56,Dealer_42,North America,Electric,Automatic
2024,5,5 Series,21,57185.97,1200905.37,Dealer_13,North America,Hybrid,Manual
2023,6,3 Series,13,39755.09,516816.1699999999,Dealer_35,Asia,Petrol,Manual
2012,9,M3,17,82830.72,1408122.24,Dealer_28,Middle East,Hybrid,Manual
2017,6,Z4,16,58082.11,929313.76,Dealer_49,Europe,Diesel,Manual
2012,9,7 Series,17,92402.02,1570834.34,Dealer_15,North America,Diesel,Manual
2012,6,X6,30,75045.96,2251378.8000000003,Dealer_7,Europe,Diesel,Manual
2013,1,X1,19,33571.32,637855.08,Dealer_27,Middle East,Electric,Manual
2021,12,5 Series,11,60560.4,666164.4,Dealer_28,Middle East,Hybrid,Manual
2017,7,7 Series,23,96285.6,2214568.8000000003,Dealer_40,South America,Hybrid,Automatic
2013,12,3 Series,30,39986.87,1199606.1,Dealer_42,Asia,Diesel,Manual
2011,3,X1,24,39214.52,941148.48,Dealer_36,Asia,Electric,Manual
2013,1,X1,21,34343.96,721223.16,Dealer_9,North America,Diesel,Automatic
2017,2,M3,20,79999.49,1599989.8,Dealer_50,North America,Petrol,Automatic
2021,3,7 Series,19,93378.89,1774198.91,Dealer_9,Asia,Petrol,Automatic
2010,8,Z4,21,51203.81,1075280.01,Dealer_17,Africa,Electric,Manual
2023,8,M5,16,114535.96,1832575.36,Dealer_32,Asia,Hybrid,Automatic
2011,10,M3,24,82650.02,1983600.48,Dealer_12,Asia,Petrol,Automatic
2015,11,i8,21,135550.38,2846557.98,Dealer_29,Europe,Electric,Manual
2015,9,5 Series,21,52468.0,1101828.0,Dealer_21,South America,Petrol,Automatic
2016,7,i8,21,137833.39,2894501.1900000004,Dealer_17,South America,Diesel,Manual
2017,4,M5,23,100410.23,2309435.29,Dealer_37,North America,Diesel,Manual
2012,2,5 Series,14,65658.89,919224.46,Dealer_8,South America,Electric,Manual
2013,12,X5,15,77659.14,1164887.1,Dealer_36,Middle East,Petrol,Manual
2017,1,i3,21,44433.2,933097.2,Dealer_3,Africa,Diesel,Manual
2015,2,M3,22,83404.11,1834890.42,Dealer_40,Asia,Hybrid,Manual
2019,6,Z4,20,58286.24,1165724.8,Dealer_49,North America,Electric,Manual
2012,3,7 Series,24,99585.56,2390053.44,Dealer_25,Africa,Hybrid,Manual
2013,9,i3,18,42954.14,773174.52,Dealer_2,Asia,Hybrid,Manual
2012,2,X6,23,66699.1,1534079.3,Dealer_44,Asia,Hybrid,Automatic
2023,4,X1,26,39270.4,1021030.4,Dealer_1,Africa,Diesel,Manual
2014,5,X3,18,49576.59,892378.6199999999,Dealer_2,Asia,Electric,Automatic
2010,5,i3,23,40780.93,937961.39,Dealer_11,North America,Hybrid,Automatic
2022,9,M5,22,105504.87,2321107.1399999997,Dealer_40,Asia,Diesel,Automatic
2017,5,M3,19,77741.81,1477094.39,Dealer_12,Middle East,Electric,Manual
2012,10,Z4,16,49747.99,795967.84,Dealer_15,Asia,Diesel,Automatic
2024,8,i3,20,44805.24,896104.7999999999,Dealer_11,Europe,Hybrid,Manual
2010,7,5 Series,17,64116.07,1089973.19,Dealer_23,South America,Petrol,Manual
2022,10,7 Series,21,77208.31,1621374.51,Dealer_24,South America,Diesel,Manual
2019,5,5 Series,18,50677.04,912186.72,Dealer_50,Middle East,Diesel,Manual
2012,10,X5,16,64658.19,1034531.04,Dealer_43,Africa,Electric,Manual
2016,4,i3,19,49523.06,940938.1399999999,Dealer_10,Africa,Electric,Manual
2023,10,Z4,21,49449.88,1038447.48,Dealer_49,Europe,Petrol,Automatic
2016,2,X5,14,71433.28,1000065.9199999999,Dealer_40,South America,Petrol,Automatic
2011,4,X1,23,39100.44,899310.1200000001,Dealer_15,Africa,Petrol,Manual
2014,10,i8,18,161770.04,2911860.72,Dealer_15,Africa,Diesel,Manual
2023,11,5 Series,16,52416.87,838669.92,Dealer_10,North America,Diesel,Manual
2015,12,X3,17,50563.61,859581.37,Dealer_8,Africa,Hybrid,Manual
2023,7,i8,18,143520.57,2583370.2600000002,Dealer_32,Middle East,Hybrid,Manual
2011,10,5 Series,23,58258.83,1339953.09,Dealer_17,South America,Petrol,Automatic
2014,5,7 Series,15,97847.88,1467718.2000000002,Dealer_44,North America,Petrol,Automatic
2012,10,i8,19,164453.78,3124621.82,Dealer_32,Middle East,Electric,Manual
2023,6,i8,22,139746.27,3074417.94,Dealer_48,Middle East,Electric,Automatic
2023,7,Z4,23,49661.88,1142223.24,Dealer_48,North America,Electric,Manual
2013,5,M5,21,100179.22,2103763.62,Dealer_40,Europe,Electric,Manual
2012,2,X1,18,33421.73,601591.14,Dealer_20,Africa,Petrol,Manual
2014,3,M3,22,68311.65,1502856.2999999998,Dealer_14,North America,Hybrid,Automatic
2018,10,Z4,17,57987.62,985789.54,Dealer_6,Middle East,Electric,Manual
2023,7,M3,21,75797.62,1591750.02,Dealer_40,Asia,Petrol,Manual
2018,12,X1,28,32664.38,914602.64,Dealer_36,North America,Petrol,Manual
2024,7,X6,19,71606.25,1360518.75,Dealer_48,Africa,Diesel,Manual
2010,1,X5,26,76756.8,1995676.8,Dealer_48,Europe,Hybrid,Manual
2018,7,X1,22,40666.17,894655.74,Dealer_1,Asia,Petrol,Automatic
2022,3,X3,26,46717.51,1214655.26,Dealer_34,Europe,Petrol,Automatic
2018,12,7 Series,27,100085.07,2702296.89,Dealer_40,Europe,Petrol,Manual
2017,7,i8,20,155295.27,3105905.4,Dealer_11,Middle East,Electric,Manual
2023,4,7 Series,23,98017.83,2254410.09,Dealer_14,South America,Electric,Manual
2013,8,X6,27,81902.69,2211372.63,Dealer_6,South America,Hybrid,Manual
2024,11,i8,19,164348.14,3122614.66,Dealer_49,Middle East,Diesel,Automatic
2017,2,X1,20,36057.56,721151.2,Dealer_20,North America,Petrol,Manual
2013,3,M5,20,110434.01,2208680.1999999997,Dealer_11,Europe,Diesel,Manual
2011,11,i8,20,161664.24,3233284.8,Dealer_47,Europe,Hybrid,Manual
2017,12,M3,22,78294.78,1722485.16,Dealer_5,South America,Electric,Automatic
2021,12,Z4,14,45296.77,634154.7799999999,Dealer_31,Middle East,Electric,Manual
2020,1,X6,19,78865.87,1498451.5299999998,Dealer_47,Asia,Diesel,Manual
2020,9,i8,27,130218.95,3515911.65,Dealer_42,Asia,Diesel,Manual
2019,3,i3,17,48690.43,827737.31,Dealer_27,North America,Electric,Manual
2015,10,X6,22,75170.66,1653754.52,Dealer_35,Africa,Diesel,Automatic
2015,11,i3,15,42905.63,643584.45,Dealer_44,North America,Diesel,Automatic
2016,6,Z4,20,59300.12,1186002.4000000001,Dealer_26,South America,Electric,Manual
2019,6,M3,22,80418.09,1769197.98,Dealer_9,Asia,Electric,Manual
2014,10,i8,22,150913.42,3320095.24,Dealer_11,Asia,Hybrid,Manual
2019,5,M5,18,108207.39,1947733.02,Dealer_41,North America,Electric,Automatic
2024,3,M3,25,81094.72,2027368.0,Dealer_2,Middle East,Hybrid,Automatic
2012,10,X6,19,71884.08,1365797.52,Dealer_20,North America,Electric,Automatic
2017,1,i8,22,126161.58,2775554.7600000002,Dealer_39,Middle East,Hybrid,Automatic
2014,9,X5,19,71868.89,1365508.91,Dealer_37,Asia,Electric,Automatic
2011,9,X1,22,39928.64,878430.08,Dealer_33,Asia,Petrol,Automatic
2017,4,X3,23,55280.1,1271442.3,Dealer_34,Africa,Hybrid,Manual
2016,12,M3,13,74265.13,965446.6900000001,Dealer_35,North America,Electric,Automatic
2022,10,i8,17,127174.08,2161959.36,Dealer_19,Asia,Petrol,Manual
2020,11,i8,26,159860.55,4156374.3,Dealer_1,Asia,Diesel,Manual
2023,1,7 Series,25,86661.03,2166525.75,Dealer_30,North America,Electric,Automatic
2014,9,M3,20,81936.37,1638727.4,Dealer_2,South America,Diesel,Automatic
2018,5,X5,16,68641.63,1098266.08,Dealer_50,Europe,Petrol,Manual
2023,11,3 Series,16,41956.49,671303.84,Dealer_20,Africa,Diesel,Automatic
2014,12,5 Series,25,58629.98,1465749.5,Dealer_27,Europe,Petrol,Manual
2024,8,X5,26,76346.37,1985005.6199999999,Dealer_4,North America,Diesel,Manual
2020,6,Z4,30,50855.66,1525669.8,Dealer_44,Middle East,Petrol,Automatic
2020,4,3 Series,23,49280.62,1133454.26,Dealer_23,Middle East,Hybrid,Manual
2018,5,M3,23,67023.22,1541534.06,Dealer_29,South America,Hybrid,Automatic
2017,10,3 Series,16,44133.44,706135.04,Dealer_31,Africa,Petrol,Manual
2018,8,7 Series,21,87068.36,1828435.56,Dealer_42,North America,Petrol,Manual
2020,4,X6,24,70819.59,1699670.16,Dealer_45,North America,Petrol,Manual
2014,5,X3,15,56875.59,853133.85,Dealer_17,Europe,Petrol,Automatic
2017,5,M5,21,105302.74,2211357.54,Dealer_28,South America,Electric,Automatic
2012,5,3 Series,29,42560.66,1234259.1400000001,Dealer_50,Europe,Petrol,Automatic
2024,6,M3,26,75544.49,1964156.7400000002,Dealer_31,Europe,Hybrid,Automatic
2022,3,7 Series,19,100442.99,1908416.81,Dealer_12,North America,Petrol,Automatic
2013,4,M5,22,114896.76,2527728.7199999997,Dealer_19,Middle East,Petrol,Automatic
2017,5,i3,28,52660.35,1474489.8,Dealer_20,South America,Hybrid,Automatic
2015,10,X1,23,37808.21,869588.83,Dealer_21,Europe,Petrol,Manual
2018,4,X5,21,58619.08,1231000.68,Dealer_6,Europe,Hybrid,Automatic
2021,6,X1,20,32567.09,651341.8,Dealer_45,South America,Petrol,Manual
2021,4,X6,21,65682.24,1379327.04,Dealer_12,North America,Petrol,Automatic
2013,11,7 Series,17,92649.34,1575038.78,Dealer_30,Middle East,Diesel,Automatic
2022,5,i8,23,152986.6,3518691.8000000003,Dealer_47,Europe,Hybrid,Automatic
2021,11,X5,22,69305.81,1524727.8199999998,Dealer_11,Europe,Hybrid,Manual
2020,6,7 Series,18,94676.47,1704176.46,Dealer_21,North America,Electric,Manual
2018,6,i3,16,45471.29,727540.64,Dealer_6,Middle East,Petrol,Manual
2015,1,i8,19,161770.54,3073640.2600000002,Dealer_4,Asia,Hybrid,Manual
2014,8,i3,18,44647.96,803663.28,Dealer_31,Europe,Hybrid,Manual
2015,3,X3,28,49512.39,1386346.92,Dealer_34,Africa,Hybrid,Manual
2023,8,5 Series,17,55380.72,941472.24,Dealer_20,Africa,Electric,Manual
2014,5,M3,18,67266.67,1210800.06,Dealer_22,Europe,Electric,Manual
2013,4,5 Series,27,58242.54,1572548.58,Dealer_27,North America,Petrol,Manual
2013,11,i8,16,164574.66,2633194.56,Dealer_12,Middle East,Petrol,Automatic
2018,9,7 Series,21,97208.17,2041371.57,Dealer_36,North America,Hybrid,Manual
2017,9,i3,27,43150.04,1165051.08,Dealer_19,South America,Electric,Manual
2015,11,5 Series,28,54672.11,1530819.08,Dealer_8,Middle East,Hybrid,Automatic
2015,11,X1,21,41229.11,865811.31,Dealer_47,Europe,Electric,Manual
2011,9,M3,23,81133.02,1866059.4600000002,Dealer_23,Middle East,Electric,Manual
2014,5,X6,19,73427.84,1395128.96,Dealer_48,Middle East,Electric,Automatic
2024,3,M3,12,79990.52,959886.24,Dealer_38,North America,Hybrid,Manual
2013,7,7 Series,20,91485.35,1829707.0,Dealer_37,Asia,Electric,Automatic
2014,6,3 Series,20,45480.85,909617.0,Dealer_37,South America,Petrol,Manual
2011,1,i8,16,151014.25,2416228.0,Dealer_22,Middle East,Diesel,Manual
2018,4,M5,21,116829.41,2453417.61,Dealer_11,North America,Petrol,Automatic
2020,9,X3,18,56226.27,1012072.86,Dealer_11,Africa,Hybrid,Automatic
2014,12,i8,13,158612.12,2061957.56,Dealer_20,South America,Electric,Automatic
2017,3,i8,13,164255.22,2135317.86,Dealer_24,Middle East,Hybrid,Automatic
2022,9,7 Series,24,100608.92,2414614.08,Dealer_48,North America,Petrol,Manual
2012,2,i3,21,50560.1,1061762.0999999999,Dealer_30,Africa,Petrol,Manual
2014,9,i8,25,133876.32,3346908.0,Dealer_39,Middle East,Petrol,Automatic
2010,6,M3,19,74111.54,1408119.2599999998,Dealer_17,Asia,Petrol,Automatic
2022,4,X6,23,73423.13,1688731.9900000002,Dealer_11,South America,Electric,Manual
2011,3,Z4,27,48264.57,1303143.39,Dealer_2,Europe,Hybrid,Automatic
2023,9,5 Series,25,62293.45,1557336.25,Dealer_37,Europe,Electric,Manual
2014,6,M3,27,63238.49,1707439.23,Dealer_2,Africa,Diesel,Manual
2017,8,M3,21,63986.88,1343724.48,Dealer_21,Europe,Electric,Automatic
2019,4,X1,13,40142.68,521854.84,Dealer_24,North America,Hybrid,Manual
2022,12,i3,30,53475.99,1604279.7,Dealer_1,Africa,Hybrid,Manual
2012,11,X6,22,63419.48,1395228.56,Dealer_48,North America,Petrol,Manual
2022,10,5 Series,14,49672.18,695410.52,Dealer_35,Europe,Electric,Automatic
2012,11,X5,24,65316.45,1567594.7999999998,Dealer_16,Africa,Electric,Manual
2019,1,Z4,18,52966.78,953402.04,Dealer_35,North America,Petrol,Manual
2014,6,3 Series,17,48879.43,830950.31,Dealer_20,Europe,Electric,Manual
2016,2,X5,30,76686.99,2300609.7,Dealer_34,Middle East,Diesel,Automatic
2022,7,7 Series,20,99832.82,1996656.4000000001,Dealer_6,Europe,Hybrid,Automatic
2019,4,X1,19,35208.91,668969.29,Dealer_40,North America,Petrol,Automatic
2018,6,X6,23,64897.3,1492637.9000000001,Dealer_41,Asia,Electric,Manual
2011,11,X5,11,75285.1,828136.1000000001,Dealer_25,Europe,Electric,Manual
2015,6,5 Series,22,51170.82,1125758.04,Dealer_19,Europe,Electric,Manual
2020,3,i8,21,164262.57,3449513.97,Dealer_31,Middle East,Diesel,Automatic
2010,3,i8,17,150969.06,2566474.02,Dealer_50,Africa,Electric,Automatic
2010,6,X1,28,34597.35,968725.7999999999,Dealer_34,North America,Electric,Automatic
2014,2,Z4,14,55244.36,773421.04,Dealer_5,North America,Petrol,Automatic
2015,11,X1,29,35015.0,1015435.0,Dealer_41,Asia,Electric,Automatic
2010,6,5 Series,21,50118.31,1052484.51,Dealer_43,South America,Petrol,Manual
2017,4,3 Series,14,41127.14,575779.96,Dealer_32,Middle East,Diesel,Automatic
2012,9,5 Series,28,53844.4,1507643.2,Dealer_17,Africa,Hybrid,Automatic
2011,9,M3,23,67828.25,1560049.75,Dealer_21,Europe,Petrol,Automatic
2019,1,X6,22,73401.24,1614827.28,Dealer_17,Africa,Petrol,Manual
2012,9,i8,24,158068.32,3793639.68,Dealer_18,South America,Electric,Automatic
2023,6,X5,20,60681.77,1213635.4,Dealer_46,Europe,Hybrid,Automatic
2012,8,5 Series,16,56982.96,911727.36,Dealer_13,North America,Electric,Manual
2022,2,X6,18,80622.02,1451196.36,Dealer_18,Africa,Petrol,Manual
2014,4,M3,16,73581.41,1177302.56,Dealer_34,North America,Electric,Manual
2018,8,i3,15,49300.64,739509.6,Dealer_23,South America,Diesel,Manual
2013,7,X3,17,54158.13,920688.21,Dealer_29,North America,Hybrid,Manual
2013,12,3 Series,18,45423.54,817623.72,Dealer_40,North America,Hybrid,Manual
2018,11,X6,28,83355.82,2333962.96,Dealer_12,South America,Diesel,Automatic
2012,6,X3,22,54540.35,1199887.7,Dealer_3,Asia,Petrol,Manual
2023,4,5 Series,19,59585.02,1132115.38,Dealer_47,Africa,Hybrid,Automatic
2017,3,3 Series,23,41183.49,947220.2699999999,Dealer_18,North America,Petrol,Manual
2021,12,i3,18,49807.81,896540.58,Dealer_46,Asia,Petrol,Manual
2012,5,X5,14,77957.7,1091407.8,Dealer_16,South America,Petrol,Manual
2019,8,Z4,21,54241.88,1139079.48,Dealer_7,Africa,Diesel,Manual
2022,5,i8,17,165988.96,2821812.32,Dealer_2,South America,Electric,Manual
2021,7,X3,19,55663.92,1057614.48,Dealer_37,Middle East,Diesel,Manual
2012,6,5 Series,19,65865.62,1251446.7799999998,Dealer_20,Europe,Diesel,Automatic
2010,5,Z4,28,54685.29,1531188.12,Dealer_14,Europe,Electric,Manual
2011,9,M3,20,64083.97,1281679.4,Dealer_13,Asia,Electric,Automatic
2011,12,X6,27,67517.36,1822968.72,Dealer_31,North America,Diesel,Automatic
2017,12,M5,30,99849.81,2995494.3,Dealer_10,North America,Petrol,Automatic
2022,4,X6,19,81758.51,1553411.69,Dealer_27,Africa,Diesel,Manual
2019,6,X1,22,35797.34,787541.48,Dealer_35,South America,Petrol,Manual
2015,8,i3,20,48666.36,973327.2,Dealer_2,North America,Petrol,Automatic
2013,3,X5,24,77128.64,1851087.3599999999,Dealer_37,North America,Petrol,Automatic
2013,10,i3,30,41707.92,1251237.5999999999,Dealer_49,North America,Electric,Manual
2012,2,5 Series,17,52869.2,898776.3999999999,Dealer_25,South America,Petrol,Automatic
2024,2,M5,9,106780.2,961021.7999999999,Dealer_10,Europe,Petrol,Manual
2022,5,X5,15,75467.71,1132015.6500000001,Dealer_46,Asia,Electric,Manual
2017,2,M3,17,66510.86,1130684.62,Dealer_5,Middle East,Petrol,Automatic
2014,5,X1,17,35774.15,608160.55,Dealer_10,Europe,Hybrid,Automatic
2023,3,7 Series,14,85693.92,1199714.88,Dealer_6,Africa,Electric,Manual
2012,6,7 Series,17,81974.18,1393561.0599999998,Dealer_38,Asia,Petrol,Manual
2021,11,Z4,28,45255.26,1267147.28,Dealer_18,Asia,Electric,Automatic
2024,3,X6,19,75957.51,1443192.69,Dealer_14,Africa,Diesel,Automatic
2020,11,X5,20,64658.22,1293164.4,Dealer_15,Europe,Electric,Automatic
2011,11,i3,20,48636.15,972723.0,Dealer_20,Africa,Petrol,Manual
2014,6,Z4,30,50386.35,1511590.5,Dealer_35,Asia,Petrol,Automatic
2010,3,5 Series,22,51253.96,1127587.1199999999,Dealer_43,North America,Hybrid,Manual
2012,7,i8,17,162995.37,2770921.29,Dealer_49,Africa,Hybrid,Automatic
2014,8,i8,17,143974.31,2447563.27,Dealer_33,Africa,Electric,Manual
2013,8,X6,16,83981.67,1343706.72,Dealer_1,South America,Hybrid,Automatic
2017,5,3 Series,22,44240.77,973296.94,Dealer_15,Middle East,Petrol,Manual
2019,1,i3,19,44436.27,844289.1299999999,Dealer_37,Europe,Petrol,Automatic
2014,1,3 Series,22,42886.17,943495.74,Dealer_48,Africa,Diesel,Automatic
2019,12,M5,12,98527.51,1182330.1199999999,Dealer_13,Asia,Diesel,Automatic
2018,5,i8,26,144355.94,3753254.44,Dealer_29,North America,Diesel,Manual
2013,10,i8,26,143229.17,3723958.4200000004,Dealer_18,Middle East,Diesel,Manual
2021,1,7 Series,15,78180.91,1172713.6500000001,Dealer_11,Europe,Electric,Manual
2023,1,X5,18,76101.92,1369834.56,Dealer_1,Europe,Diesel,Manual
2010,1,3 Series,25,44711.65,1117791.25,Dealer_25,Europe,Hybrid,Automatic
2017,4,M3,21,65335.83,1372052.43,Dealer_1,North America,Petrol,Manual
2014,2,X6,20,79764.75,1595295.0,Dealer_2,South America,Petrol,Automatic
2019,12,M5,15,99296.45,1489446.75,Dealer_16,Europe,Electric,Manual
2024,8,Z4,12,57475.04,689700.48,Dealer_44,South America,Electric,Manual
2016,1,i8,16,159396.58,2550345.28,Dealer_22,Asia,Petrol,Automatic
2017,5,X6,19,68143.82,1294732.58,Dealer_4,North America,Hybrid,Manual
2013,7,5 Series,26,64190.26,1668946.76,Dealer_47,Europe,Electric,Manual
2024,2,i8,21,163059.98,3424259.58,Dealer_21,North America,Hybrid,Automatic
2015,9,7 Series,23,95860.35,2204788.0500000003,Dealer_20,Europe,Petrol,Manual
2020,5,M5,23,94879.21,2182221.83,Dealer_24,Europe,Hybrid,Manual
2014,7,X6,22,63629.4,1399846.8,Dealer_21,Middle East,Hybrid,Automatic
2019,12,X3,17,55630.51,945718.67,Dealer_28,Middle East,Diesel,Manual
2011,1,i8,18,131793.82,2372288.7600000002,Dealer_42,Africa,Petrol,Manual
2021,9,5 Series,16,60863.85,973821.6,Dealer_10,Europe,Diesel,Automatic
2019,5,3 Series,25,39681.08,992027.0,Dealer_26,Europe,Petrol,Automatic
2018,2,i3,21,44038.08,924799.68,Dealer_21,Europe,Electric,Manual
2022,6,M5,24,125084.58,3002029.92,Dealer_27,Asia,Diesel,Manual
2015,8,3 Series,18,37906.11,682309.98,Dealer_6,Europe,Petrol,Manual
2018,12,X5,22,60590.07,1332981.54,Dealer_8,Africa,Electric,Manual
2020,3,M5,18,125198.41,2253571.38,Dealer_23,South America,Petrol,Automatic
2020,7,5 Series,15,64075.6,961134.0,Dealer_4,Middle East,Diesel,Manual
2010,5,X6,20,71576.37,1431527.4,Dealer_4,North America,Diesel,Manual
2018,3,i3,27,41669.99,1125089.73,Dealer_6,Africa,Diesel,Manual
2024,3,M3,21,78435.17,1647138.57,Dealer_41,Middle East,Petrol,Automatic
2011,3,3 Series,23,46051.29,1059179.67,Dealer_17,South America,Hybrid,Manual
2017,12,X6,15,72139.75,1082096.25,Dealer_21,Europe,Hybrid,Automatic
2016,12,3 Series,23,50030.13,1150692.99,Dealer_20,Africa,Diesel,Manual
2017,7,X1,16,40447.37,647157.92,Dealer_20,Middle East,Petrol,Manual
2019,2,X5,30,63113.66,1893409.8,Dealer_24,Middle East,Diesel,Automatic
2017,3,X3,25,46582.25,1164556.25,Dealer_36,Middle East,Petrol,Automatic
